transaction_id,user_id,gas_station_id,liters
196,7598,49,104
197,4084,10,43
198,2151,33,88
199,4440,16,91
200,8555,11,72
201,8564,10,38
202,192,0,66
203,9498,45,52
204,123,21,64
205,9751,44,81
206,1941,13,88
207,4056,46,69
208,2374,22,72
209,9146,11,70
210,5442,17,88
211,6487,32,78
212,3887,34,68
213,2312,36,75
214,4403,13,65
215,5347,0,91
216,692,18,59
217,4664,12,103
218,5882,34,92
219,7098,39,79
220,2587,11,63
221,1818,13,92
222,8253,34,65
223,3744,5,86
224,133,6,58
225,4928,7,57
226,1591,7,52
227,5945,43,82
228,2524,32,112
229,7145,18,88
230,4293,24,75
231,8144,37,33
232,4751,8,64
233,7259,26,81
234,7624,40,77
235,9930,12,29
236,7652,10,94
237,7194,28,81
238,9971,1,89
239,9670,23,43
240,8253,5,77
241,4061,19,91
242,3890,16,64
243,2047,41,74
244,6666,33,91
245,1808,33,91
246,7320,11,59
247,6238,14,87
248,9998,29,70
249,4232,16,76
250,3963,14,80
251,2454,21,57
252,4353,32,74
253,572,3,47
254,675,20,61
255,8705,17,32
256,2555,39,31
257,8237,38,62
258,2998,4,94
259,9667,12,83
260,1779,25,38
261,9465,8,67
262,5361,39,62
263,1084,7,663
264,7719,24,763
265,2274,31,97
266,9734,41,59
267,6819,12,67
268,482,21,83
269,1798,16,85
270,6413,29,54
271,3172,22,83
272,2382,9,75
273,1447,8,62
274,191,5,55
275,2371,31,89
276,8832,37,71
277,9458,0,35
278,8704,23,78
279,3052,9,98
280,5351,5,75
281,768,21,43
282,1163,23,53
283,8582,11,96
284,5907,42,107
285,6800,47,47
286,192,4,93
287,3300,1,30
288,5772,20,59
289,394,33,73
290,1577,34,61
291,7720,25,47
292,3155,40,90
293,3455,38,31
294,568,3,92
295,3641,41,84
296,6724,38,87
297,9474,28,54
298,8828,38,82
299,7616,18,102
300,5332,36,63
301,9793,13,94
302,8337,39,64
303,7028,25,59
304,1492,12,85
305,2236,44,93
306,2671,44,49
307,8203,12,67
308,3683,8,71
309,6265,32,71
310,8014,32,43
311,2775,8,78
312,7538,17,92
313,8670,37,62
314,9897,19,47
315,2390,21,72
316,8693,11,24
317,7554,23,91
318,6213,34,66
319,4046,5,92
320,4785,44,59
321,3256,22,70
322,8433,27,70
323,3724,41,65
324,2327,29,27
325,9809,10,28
326,6223,47,99
327,7082,29,68
328,8424,40,51
329,3146,30,71
330,5961,8,87
331,4287,8,83
332,6031,35,59
333,9246,38,69
334,5018,27,113
335,6535,9,68
336,3629,33,64
337,4734,22,88
338,3883,44,60
339,4,21,93
340,6678,4,84
341,9481,23,68
342,5665,38,56
343,1844,6,82
344,9539,18,106
345,9916,45,65
346,8192,47,47
347,4530,41,53
348,8988,49,79
349,8220,13,64
350,3866,29,97
351,4052,3,84
352,2768,45,74
353,4963,32,47
354,4371,1,88
355,4088,42,78
356,5209,16,97
357,5744,19,112
358,3776,16,86
359,1567,41,66
360,3859,40,48
361,873,35,40
362,4627,21,81
363,5673,13,65
364,9650,44,83
365,8247,41,98
366,1876,10,42
367,9923,26,115
368,2667,18,88
369,8584,15,54
370,3485,33,119
371,3445,30,106
372,9483,14,77
373,9696,34,77
374,7569,2,84
375,9227,5,72
376,2827,47,69
377,8282,34,87
378,8135,22,58
379,7661,33,58
380,2861,32,31
381,830,24,840
382,1388,5,62
383,778,36,78
384,5432,0,70
385,3583,5,96
386,1459,0,83
387,9029,48,61
388,7604,20,58
389,8783,41,98
390,8026,2,91
391,981,28,57
392,4074,38,70
393,18,3,59
394,9222,27,65
395,1822,0,89
396,8555,23,58
397,8542,47,71
398,1201,41,34
399,713,22,46
400,6058,3,72
401,7452,35,85
402,2783,16,75
403,8560,28,50
404,4119,18,84
405,9918,45,82
406,4945,42,66
407,4071,48,83
408,4492,19,66
409,2593,44,95
410,4623,33,56
411,1117,3,91
412,1254,12,72
413,5570,25,55
414,1767,41,44
415,1393,38,62
416,7771,22,81
417,6482,19,43
418,9909,21,90
419,6066,45,78
420,7497,19,87
421,8304,48,97
422,4955,44,75
423,886,7,80
424,9686,4,77
425,2263,29,65
426,464,21,47
427,3795,26,69
428,1006,26,83
429,5546,23,72
430,1273,13,76
431,7820,45,89
432,8657,28,89
433,78,46,95
434,8003,37,92
435,4157,17,47
436,9077,39,52
437,12,9,60
438,1413,48,78
439,6185,10,90
440,9256,18,812
441,6032,29,111
442,8206,36,15
443,8098,43,66
444,7421,17,80
445,1946,41,69
446,5634,27,70
447,5512,4,65
448,9530,5,77
449,4716,30,60
450,3185,13,58
451,4424,18,44
452,2725,24,49
453,6449,10,69
454,1737,22,96
455,6404,3,76
456,8521,9,39
457,1803,41,84
458,1426,20,81
459,4509,5,76
460,4706,0,92
461,873,44,67
462,1187,41,87
463,5017,3,122
464,8961,19,78
465,6834,19,73
466,4494,11,65
467,3638,46,31
468,5549,45,75
469,973,20,87
470,1806,30,93
471,1977,49,87
472,2219,49,700
473,5286,22,68
474,3934,33,56
475,2015,38,66
476,6990,13,49
477,1161,12,79
478,9731,34,47
479,6753,43,65
480,2200,38,85
481,276,45,56
482,4248,7,86
483,7496,37,51
484,2192,23,51
485,7881,45,98
486,5328,38,47
487,2932,32,33
488,698,35,73
489,8044,21,71
490,3587,19,80
491,8461,6,75
492,3576,46,87
493,3940,40,26
494,1119,3,86
495,6163,48,103
496,1103,27,67
497,4566,17,49
498,8265,44,56
499,2641,43,86
500,3828,7,51
501,4206,7,17
502,2624,17,64
503,6286,35,108
504,148,9,77
505,1811,8,111
506,1188,14,88
507,8551,0,60
508,2181,43,60
509,8733,41,80
510,1159,21,125
511,5447,47,87
512,8969,26,44
513,7549,45,77
514,8601,0,87
515,9607,1,98
516,5441,6,57
517,3274,45,32
518,9478,7,89
519,5028,30,93
520,396,4,100
521,230,34,65
522,9602,33,126
523,2714,3,82
524,4178,18,76
525,2779,44,103
526,1633,31,62
527,7088,26,63
528,2009,39,88
529,8523,45,64
530,7954,30,63
531,6857,18,64
532,1166,36,39
533,6793,6,115
534,3787,8,77
535,7419,4,79
536,5944,39,45
537,1116,44,68
538,9295,25,53
539,4985,21,89
540,8565,43,88
541,1081,41,52
542,3024,42,50
543,6069,42,95
544,6813,37,63
545,9327,38,72
546,1347,8,74
547,2036,47,74
548,6606,22,49
549,6287,28,36
550,2808,45,92
551,6479,27,75
552,1465,32,75
553,1526,0,93
554,3403,10,81
555,5254,36,30
556,2634,37,87
557,8113,42,73
558,7467,26,33
559,8782,29,81
560,4280,21,70
561,9891,6,25
562,3095,17,68
563,5131,0,70
564,6613,43,46
565,5861,38,60
566,2752,40,77
567,535,18,44
568,9517,38,62
569,3757,41,30
570,2973,22,67
571,6699,49,43
572,1781,40,83
573,379,20,70
574,2597,23,68
575,9067,26,60
576,4430,11,69
577,9244,3,58
578,3434,18,84
579,8394,15,58
580,6664,48,49
581,4354,32,74
582,2537,47,34
583,1076,1,90
584,179,36,87
585,861,2,70
586,9554,1,59
587,1458,32,66
588,1806,41,77
589,7644,22,74
590,9160,11,115
591,5725,43,59
592,5568,4,33
593,2078,19,73
594,3180,22,65
595,4931,32,57
596,9094,39,108
597,9666,45,59
598,4255,0,54
599,7465,40,69
600,4294,34,41
601,5541,43,51
602,9845,8,51
603,2521,12,83
604,6032,23,78
605,9617,34,91
606,4847,18,68
607,3597,37,61
608,4847,45,61
609,8539,8,107
610,8522,28,33
611,6851,33,58
612,1871,33,98
613,1097,47,70
614,7923,12,70
615,6681,29,77
616,4397,8,33
617,8773,24,92
618,3088,24,56
619,1316,26,53
620,3075,23,86
621,2608,47,90
622,4607,26,64
623,7620,21,69
624,6687,37,73
625,90,16,67
626,3176,27,38
627,4961,9,68
628,9502,26,51
629,6387,16,40
630,2712,48,70
631,5015,33,49
632,5555,42,61
633,3509,21,66
634,9242,41,87
635,4563,45,102
636,8340,37,64
637,4764,48,82
638,1116,36,106
639,7300,9,63
640,9589,41,68
641,5839,39,64
642,9255,18,66
643,9642,24,85
644,6418,11,85
645,1612,7,72
646,7182,5,83
647,847,29,101
648,382,1,54
649,3640,17,94
650,1279,34,796
651,4482,42,66
652,954,16,67
653,2738,35,59
654,1080,11,75
655,3723,17,70
656,1317,3,74
657,4727,7,79
658,4359,35,103
659,6759,46,66
660,6528,13,92
661,1209,25,81
662,2985,23,50
663,7456,19,68
664,8580,45,64
665,3959,48,90
666,5005,44,49
667,6415,5,83
668,1957,35,37
669,6141,18,71
670,9637,28,67
671,9946,41,105
672,308,23,59
673,5990,21,85
674,1657,8,104
675,113,3,82
676,978,17,59
677,4986,1,27
678,2557,25,86
679,9600,29,25
680,1765,37,74
681,5759,43,45
682,5992,28,58
683,5903,0,55
684,1217,28,47
685,9543,19,60
686,2548,32,67
687,4005,47,65
688,5826,15,114
689,1067,7,78
690,1427,44,70
691,5234,25,852
692,1536,42,55
693,5001,12,73
694,2395,36,60
695,6698,44,82
696,3769,7,56
697,4396,21,63
698,5648,6,53
699,1296,6,49
700,7020,11,45
701,9175,39,51
702,8347,10,65
703,2790,7,54
704,530,1,51
705,2872,19,65
706,1745,16,72
707,5394,36,59
708,3996,8,105
709,1162,8,104
710,2764,27,60
711,7934,0,66
712,5573,18,70
713,4216,38,70
714,365,38,33
715,8399,19,75
716,2616,49,71
717,512,26,60
718,9783,21,78
719,101,5,89
720,1833,0,656
721,2230,33,56
722,3526,19,76
723,6228,18,64
724,2862,48,86
725,8235,4,66
726,3577,35,81
727,8289,39,69
728,2542,32,59
729,6710,2,67
730,1958,43,68
731,2531,18,78
732,4282,47,75
733,6524,8,89
734,6264,13,33
735,5003,22,37
736,6822,31,81
737,706,11,55
738,8210,44,73
739,5637,35,859
740,9678,48,35
741,8536,48,88
742,133,44,96
743,9285,17,746
744,138,24,69
745,2572,26,58
746,2859,42,87
747,5700,16,68
748,565,7,65
749,9076,15,59
750,2029,34,49
751,9252,10,77
752,7859,8,623
753,3021,9,19
754,218,38,71
755,6272,1,75
756,7259,37,82
757,4617,43,66
758,1192,1,24
759,7738,31,59
760,3415,3,71
761,3693,4,81
762,2188,1,128
763,8855,6,47
764,4248,47,100
765,3789,12,92
766,6368,36,72
767,2326,14,58
768,5326,45,84
769,5610,4,88
770,8341,14,105
771,7362,32,103
772,1372,21,78
773,3907,21,78
774,8698,20,606
775,400,18,62
776,3779,37,82
777,6209,18,50
778,172,31,65
779,2151,39,52
780,1708,0,72
781,9491,7,81
782,4058,37,58
783,614,16,81
784,8829,44,47
785,6475,16,32
786,5997,46,39
787,9527,40,63
788,8458,12,31
789,3884,37,89
790,7909,31,55
791,1630,19,91
792,8133,33,113
793,8873,39,98
794,878,37,76
795,2962,6,57
796,9651,32,56
797,4310,9,76
798,8917,10,49
799,6797,6,45
800,7180,38,102
801,4604,46,63
802,5410,1,58
803,7033,29,63
804,7793,11,112
805,1117,5,82
806,9121,43,94
807,7213,11,67
808,9961,3,69
809,9019,1,52
810,8608,38,91
811,4429,24,58
812,6102,11,42
813,2111,48,86
814,1720,42,75
815,9404,0,783
816,406,9,39
817,1733,20,51
818,5556,6,86
819,4266,16,72
820,5303,46,89
821,7918,27,100
822,3917,16,612
823,3132,46,77
824,4998,36,72
825,4912,34,101
826,8295,12,102
827,6708,43,560
828,4550,23,60
829,6619,42,82
830,2754,10,82
831,769,3,69
832,2905,18,91
833,7548,34,103
834,8420,17,30
835,9529,38,68
836,1307,16,76
837,7508,41,97
838,9833,42,62
839,4080,35,39
840,897,48,76
841,1733,26,86
842,1623,17,85
843,7694,4,88
844,9679,28,74
845,2918,38,59
846,4207,26,79
847,1820,4,49
848,5951,38,54
849,5858,33,100
850,5833,0,65
851,7085,40,109
852,244,5,101
853,7039,7,59
854,9344,12,55
855,8173,13,91
856,2614,25,14
857,6294,37,83
858,3066,32,63
859,183,47,58
860,4810,28,65
861,8475,23,57
862,5996,23,101
863,5176,19,72
864,1385,11,45
865,9637,38,68
866,3989,3,57
867,622,47,52
868,9531,39,106
869,1606,0,70
870,5288,49,67
871,7059,45,82
872,9046,16,58
873,9228,36,36
874,9723,23,56
875,8577,1,64
876,3481,27,67
877,409,32,45
878,1075,1,71
879,5117,10,65
880,7051,19,51
881,7145,15,57
882,8418,18,62
883,1983,25,70
884,4019,22,29
885,4322,11,62
886,3758,9,83
887,5681,22,107
888,2637,45,59
889,1476,38,86
890,3585,34,62
891,1309,33,66
892,7498,40,86
893,9390,48,72
894,4170,1,54
895,1875,32,32
896,4188,23,49
897,5758,21,64
898,6214,46,76
899,2976,9,93
900,8029,4,70
901,2956,8,83
902,2839,5,95
903,8253,2,65
904,6944,26,71
905,2254,16,65
906,1221,6,63
907,3603,13,118
908,6663,10,51
909,8126,37,37
910,7389,16,83
911,92,8,97
912,8061,43,86
913,5183,7,112
914,9385,46,55
915,2327,22,84
916,9650,28,73
917,8827,42,85
918,4646,38,90
919,8761,16,86
920,7635,39,65
921,9461,30,756
922,9290,42,75
923,6887,11,82
924,8443,22,52
925,2048,36,52
926,5332,14,34
927,369,17,74
928,9482,8,93
929,4451,0,79
930,5267,40,112
931,8630,19,77
932,9717,41,59
933,5399,21,40
934,9064,46,105
935,7372,34,80
936,8419,44,73
937,5304,49,100
938,1651,42,110
939,7004,44,69
940,1544,0,77
941,6851,12,60
942,5897,35,60
943,1803,1,46
944,6190,14,77
945,6594,17,41
946,6189,49,86
947,422,26,88
948,7011,46,86
949,8625,38,35
950,2044,32,82
951,5115,46,89
952,2571,38,89
953,6345,44,76
954,5478,10,60
955,7903,4,49
956,6872,10,59
957,6059,10,93
958,9469,13,96
959,6871,26,60
960,2633,33,64
961,668,48,98
962,4047,44,58
963,8964,4,75
964,3544,26,97
965,396,19,65
966,5480,28,59
967,581,19,82
968,543,32,790
969,8435,28,54
970,2808,23,87
971,1332,48,86
972,203,47,81
973,9999,19,34
974,4130,47,58
975,3255,7,90
976,2666,40,64
977,2200,47,52
978,4957,2,16
979,1453,14,70
980,3946,4,71
981,7611,17,39
982,5365,39,87
983,8721,6,32
984,9211,12,28
985,6990,49,46
986,9653,8,87
987,6190,48,74
988,2641,44,72
989,1577,6,47
990,2736,26,65
991,5994,40,67
992,1505,49,49
993,6058,45,76
994,8514,18,68
995,3924,3,94
996,3735,33,849
997,1762,42,70
998,4634,20,33
999,2750,32,46
1000,50,33,58
1001,38,40,62
1002,3893,6,64
1003,278,0,43
1004,440,26,57
1005,9570,16,101
1006,7115,34,96
1007,825,41,102
1008,1980,42,54
1009,8576,8,767
1010,7602,18,618
1011,5103,27,57
1012,4323,34,85
1013,3255,12,87
1014,1260,31,38
1015,5477,1,53
1016,1404,40,55
1017,669,4,828
1018,1998,0,743
1019,3599,27,85
1020,6764,38,69
1021,6613,28,45
1022,1471,8,88
1023,155,49,57
1024,4140,32,99
1025,2160,15,99
1026,4994,4,43
1027,8804,39,57
1028,885,4,78
1029,2188,34,74
1030,7680,49,75
1031,2447,29,79
1032,1023,49,79
1033,9702,20,102
1034,2420,40,37
1035,4368,32,79
1036,7559,13,80
1037,6721,6,33
1038,8233,14,81
1039,6711,14,74
1040,5485,34,70
1041,404,8,105
1042,934,32,94
1043,4754,3,78
1044,6374,10,93
1045,7938,41,68
1046,272,42,51
1047,7834,30,26
1048,7900,29,48
1049,3360,18,50
1050,2158,17,49
1051,5677,8,75
1052,7858,14,32
1053,5424,47,60
1054,2585,21,26
1055,6999,7,59
1056,8295,49,62
1057,3165,31,97
1058,6966,36,11
1059,3938,8,79
1060,2957,11,57
1061,8979,3,73
1062,1100,1,58
1063,1285,1,51
1064,3040,31,48
1065,8152,32,70
1066,8898,20,83
1067,2808,4,83
1068,6127,34,14
1069,4278,34,84
1070,6436,47,24
1071,4822,19,68
1072,3463,0,71
1073,4880,19,67
1074,4308,24,76
1075,8732,10,84
1076,2598,35,80
1077,2624,9,32
1078,7563,19,38
1079,6258,8,47
1080,4724,16,48
1081,9024,43,58
1082,8309,46,103
1083,704,40,38
1084,2440,42,76
1085,3200,19,91
1086,8138,48,22
1087,2371,2,42
1088,7201,16,99
1089,8912,40,63
1090,329,42,134
1091,6955,27,63
1092,5878,26,73
1093,5519,7,41
1094,673,14,69
1095,8708,26,69
1096,850,29,66
1097,3305,27,65
1098,3258,28,63
1099,2895,16,101
1100,6990,2,85
1101,3969,40,79
1102,4401,8,91
1103,5513,19,116
1104,229,7,61
1105,7750,28,97
1106,745,27,95
1107,3803,40,20
1108,974,39,75
1109,2896,1,52
1110,3752,7,120
1111,3701,39,59
1112,1105,12,57
1113,4104,47,53
1114,7511,48,91
1115,5710,13,52
1116,6266,31,83
1117,6563,35,94
1118,3861,48,106
1119,3519,19,82
1120,5509,12,57
1121,4439,20,44
1122,9874,47,63
1123,112,11,94
1124,1554,35,655
1125,4514,36,38
1126,5892,45,64
1127,7603,22,66
1128,680,8,74
1129,5462,40,114
1130,55,34,81
1131,3640,28,70
1132,2887,46,88
1133,3618,13,80
1134,3176,32,72
1135,1979,21,77
1136,5033,12,80
1137,2943,30,36
1138,8454,11,61
1139,5244,34,91
1140,1231,26,53
1141,9615,25,61
1142,2439,27,84
1143,3737,45,74
1144,7406,27,86
1145,9963,26,83
1146,2372,17,86
1147,9160,34,39
1148,7740,19,50
1149,4039,18,35
1150,4456,27,54
1151,5772,42,95
1152,3203,32,81
1153,1606,23,54
1154,343,44,89
1155,7155,4,98
1156,5147,49,66
1157,6738,16,57
1158,160,9,88
1159,8234,18,50
1160,7791,11,60
1161,2784,42,70
1162,2864,25,85
1163,6820,5,74
1164,553,41,70
1165,1130,13,78
1166,3610,43,32
1167,3760,18,61
1168,3191,45,85
1169,4324,13,99
1170,3196,29,33
1171,1449,48,55
1172,2308,29,45
1173,9377,1,58
1174,9264,11,74
1175,7572,45,66
1176,914,44,87
1177,44,13,68
1178,8145,26,64
1179,3303,48,97
1180,7903,7,70
1181,779,38,45
1182,1767,13,58
1183,8346,25,115
1184,2108,31,55
1185,5700,32,83
1186,2554,8,77
1187,3299,9,69
1188,1411,47,55
1189,2051,18,101
1190,4890,31,99
1191,2963,8,55
1192,9033,17,33
1193,3941,12,40
1194,8230,35,82
1195,9316,3,68
1196,8124,17,37
1197,8596,20,85
1198,8604,38,74
1199,7537,22,63
1200,5009,15,58
1201,3741,45,19
1202,23,23,72
1203,7683,7,55
1204,9581,33,63
1205,4008,1,93
1206,5087,39,67
1207,4606,31,615
1208,8393,13,47
1209,1080,11,90
1210,5841,3,83
1211,2936,0,63
1212,3753,23,52
1213,8876,6,54
1214,6813,17,88
1215,6097,12,99
1216,6011,12,77
1217,8211,41,64
1218,3810,30,79
1219,424,25,54
1220,8124,18,51
1221,7170,23,58
1222,30,6,53
1223,6786,35,79
1224,9018,17,71
1225,9761,49,53
1226,6881,39,48
1227,3432,9,78
1228,7006,30,76
1229,1637,45,50
1230,9261,7,79
1231,9439,2,73
1232,320,26,37
1233,4810,49,104
1234,2352,34,86
1235,7761,40,51
1236,3109,3,43
1237,3917,41,95
1238,9169,14,88
1239,2239,22,86
1240,6043,7,70
1241,418,10,93
1242,677,19,67
1243,4396,6,43
1244,243,33,36
1245,7409,40,59
1246,9539,38,89
1247,5376,38,52
1248,3597,46,59
1249,7989,49,98
1250,4188,47,105
1251,9154,3,81
1252,1176,29,103
1253,2372,39,99
1254,8409,47,60
1255,7841,21,75
1256,8557,24,92
1257,5850,37,55
1258,6281,25,91
1259,6941,14,66
1260,1830,44,67
1261,9631,27,63
1262,4699,5,69
1263,8693,47,43
1264,852,16,37
1265,2876,10,97
1266,3044,5,63
1267,3415,25,54
1268,45,18,85
1269,2325,44,91
1270,9254,32,49
1271,5864,25,92
1272,8291,15,79
1273,3356,37,76
1274,4631,14,122
1275,5867,9,95
1276,782,21,89
1277,6649,3,61
1278,4985,18,82
1279,6530,35,69
1280,2130,13,577
1281,5520,36,73
1282,4583,46,60
1283,3016,8,67
1284,5598,30,105
1285,4028,47,38
1286,3475,29,68
1287,2774,19,69
1288,4442,4,57
1289,2159,25,52
1290,6238,8,63
1291,6827,23,65
1292,9588,24,67
1293,6661,32,72
1294,5214,19,54
1295,9623,15,71
1296,6912,12,54
1297,6860,43,55
1298,5590,13,59
1299,8130,10,87
1300,1708,20,68
1301,889,5,62
1302,1194,20,125
1303,3841,42,89
1304,1596,33,49
1305,8960,15,51
1306,5626,2,51
1307,4029,43,102
1308,6950,29,92
1309,5660,30,70
1310,9953,4,78
1311,3884,44,79
1312,5385,33,85
1313,8641,16,75
1314,8642,0,84
1315,7213,46,56
1316,7523,4,130
1317,9111,38,42
1318,9406,21,44
1319,1899,39,84
1320,1005,2,73
1321,6055,41,52
1322,5572,25,75
1323,4940,22,41
1324,4123,0,50
1325,2704,29,46
1326,5638,11,623
1327,4383,37,76
1328,3521,2,58
1329,6289,46,71
1330,5351,9,100
1331,1376,14,67
1332,2992,42,67
1333,4864,15,53
1334,6691,47,92
1335,6611,15,48
1336,6963,18,74
1337,9030,9,88
1338,1813,8,90
1339,218,35,53
1340,3849,30,81
1341,484,36,95
1342,8628,9,102
1343,629,4,101
1344,6632,3,72
1345,7040,17,93
1346,86,25,71
1347,3977,16,52
1348,4277,23,48
1349,572,47,78
1350,6161,28,60
1351,6920,9,73
1352,829,3,83
1353,7677,4,60
1354,3213,35,71
1355,4302,27,88
1356,620,7,63
1357,8621,41,52
1358,2212,0,90
1359,8422,21,81
1360,3718,33,99
1361,5788,24,92
1362,7403,16,94
1363,2566,2,68
1364,8682,32,93
1365,9893,3,82
1366,7610,38,44
1367,6252,35,71
1368,7281,4,82
1369,1569,6,42
1370,1019,11,65
1371,7286,43,73
1372,3750,38,72
1373,1731,37,57
1374,3757,38,105
1375,8241,25,76
1376,2346,38,94
1377,4349,40,39
1378,2325,20,91
1379,5235,47,66
1380,6154,15,48
1381,2934,33,60
1382,132,36,81
1383,6741,24,67
1384,6239,26,63
1385,4860,34,52
1386,2301,36,41
1387,3318,30,50
1388,1541,35,59
1389,9950,6,54
1390,3376,39,83
1391,4155,29,72
1392,5688,25,95
1393,4797,42,87
1394,642,31,53
1395,4138,13,50
1396,6234,7,77
1397,3357,2,61
1398,4054,32,91
1399,6900,33,68
1400,5202,42,70
1401,7978,29,39
1402,8346,10,58
1403,1668,5,63
1404,4366,12,115
1405,7451,11,41
1406,7835,27,41
1407,6686,11,64
1408,7919,5,80
1409,9692,2,75
1410,157,17,60
1411,2804,7,71
1412,4014,35,28
1413,6901,5,60
1414,8213,14,65
1415,6913,22,802
1416,5770,16,55
1417,2261,7,101
1418,9093,0,62
1419,1078,41,81
1420,6662,43,89
1421,9091,1,78
1422,975,30,49
1423,5316,15,53
1424,209,27,57
1425,9756,17,48
1426,1089,9,53
1427,8381,31,50
1428,7047,46,103
1429,2697,39,89
1430,6386,41,76
1431,3675,11,69
1432,7436,31,61
1433,8956,5,67
1434,278,35,41
1435,5109,33,60
1436,4590,29,38
1437,8611,11,37
1438,3718,16,85
1439,7364,31,80
1440,2329,7,48
1441,4373,42,64
1442,6274,17,91
1443,7445,27,46
1444,2659,3,44
1445,2554,6,43
1446,8423,12,86
1447,3475,0,58
1448,9136,32,65
1449,1261,27,75
1450,6268,47,43
1451,1723,13,81
1452,4028,11,44
1453,898,9,45
1454,18,10,68
1455,442,34,44
1456,5518,45,95
1457,54,11,70
1458,3549,48,71
1459,6232,6,88
1460,773,21,54
1461,2440,31,78
1462,4930,22,109
1463,9579,34,41
1464,3700,24,107
1465,7629,22,92
1466,5062,32,110
1467,9341,41,97
1468,2877,17,89
1469,1141,35,79
1470,3105,35,81
1471,1513,35,64
1472,8727,39,111
1473,9626,9,95
1474,4266,44,81
1475,2151,7,100
1476,503,33,85
1477,9442,49,40
1478,7070,35,51
1479,9464,0,89
1480,8325,12,53
1481,6216,27,52
1482,9739,24,110
1483,1104,13,80
1484,683,0,55
1485,2490,1,77
1486,6734,14,65
1487,8665,26,64
1488,8729,0,69
1489,9628,12,62
1490,7627,47,62
1491,2337,26,55
1492,7156,41,66
1493,8918,1,93
1494,338,19,72
1495,1389,9,55
1496,9890,47,68
1497,8906,38,79
1498,8616,13,74
1499,1034,9,71
1500,3660,29,41
1501,821,42,82
1502,1479,23,85
1503,7207,44,72
1504,7696,21,61
1505,770,8,47
1506,139,45,55
1507,3027,40,79
1508,6988,43,73
1509,3769,16,83
